Siruta,Localitate,PondereAngajati
10514,Covasint,0.0
35090,Tiha Bargaului,0.0
157969,Ohaba Lunga,0.0
149780,Partestii De Jos,0.0
100638,Mitreni,0.00023747328425552126
10532,Craiva,0.002416292716603383
166182,Tanacu,0.0
26920,Oras Nucet,0.0004692632566870014
84264,Dealu,0.012420847540185095
51500,Berzovia,0.01954314720812183
59693,Tritenii De Jos,0.00042562247286656737
43313,Gropeni,0.0
117042,Ghindari,0.0
18741,Slobozia,0.0
133429,Gherghita,0.0
158010,Ortisoara,0.00021772262138036142
43331,Oras Ianca,0.03778519253314095
67906,Lunguletu,0.0023580627607473247
100683,Municipiul Urziceni,0.015884806582481002
108874,Sacel,0.0014338973329509608
149833,Patrauti,0.0
2381,Arieseni,0.0
76111,Costache Negri,0.0
35152,Tarlisua,0.0
149851,Poiana Stampei,0.0
166235,Tacuta,0.0
18778,Stalpeni,0.0
51546,Bolvasnita,0.0
108892,Oras Salistea De Sus,0.0007780587434351293
26975,Municipiul Salonta,0.01097881552497294
100709,Ciocarlia,0.0
67942,Malu Cu Flori,0.0
76139,Cuca,0.0
158065,Peciu Nou,0.006165004533091568
59764,Tureni,0.0
51573,Bozovici,0.002315580549123387
108918,Salsig,0.012742718446601941
117113,Glodeni,0.0008014961261020571
84344,Ditrau,0.0
76157,Cudalbi,0.0
27007,Oras Vascau,0.01440922190201729
100736,Manasia,0.0
133508,Gorgota,0.0007771517388770158
76175,Draguseni,0.0
108945,Sapanta,0.0
43411,Oras Insuratei,0.0012619181155356142
100754,Adancata,0.0008084074373484236
92569,Municipiul Calarasi,0.017546793593619346
141722,Ip,0.006872852233676976
10649,Dezna,0.0
84380,Darjiu,0.0018709073900841909
158109,Periam,0.03286477925163334
108963,Oras Seini,0.003643935450286309
125347,Municipiul Slatina,0.009149693237029069
174496,Titesti,0.0
68002,Manesti,0.0
174502,Diculesti,0.0
149931,Pojorata,0.004988360492184902
166315,Tatarani,0.0
18858,Stoenesti,0.0
92587,Modelu,0.0
51626,Brebu,0.0
100781,Adunatii-Copaceni,0.006998697916666667
174511,Lacusteni,0.0
59826,Taga,0.012630422844590884
117177,Gornesti,0.0015693112467306015
133562,Gornet,0.0006889424733034792
158136,Pietroasa,0.0
174520,Mitrofani,0.0
27070,Abram,0.0
84415,Frumoasa,0.0010570824524312897
125374,Slatioara,0.010686395396629675
35269,Uriu,0.004037685060565276
43466,Jirlau,0.01735357917570499
109005,Stramtura,0.0
10701,Dieci,0.0
51662,Brebu Nou,0.0
68048,Matasaru,0.0
149968,Preutesti,0.0
141786,Letca,0.0
76255,Fartanesti,0.0013407393219689715
100834,Afumati,0.09967155128852956
43493,Marasu,0.0010369858278603526
158181,Pischia,0.005108556832694764
59880,Unguras,0.0010960906101571063
125418,Oras Bals,0.0021712451618993676
84460,Galautas,0.0
133615,Gornet-Cricov,0.0
35312,Urmenis,0.0
109041,Suciu De Sus,0.004732254047322541
51699,Buchin,0.0
92658,Municipiul Slobozia,0.013385545117382382
100852,Alexeni,0.00041684035014589413
18938,Stolnici,0.0
76282,Foltesti,0.0
100870,Armasesti,0.0
10765,Ususau,0.0
166413,Todiresti,0.0
2577,Avram Iancu,0.0
150043,Putna,0.0
117275,Grebenisu De Campie,0.0
76317,Frumusita,0.0003588087549336204
92701,Municipiul Fetesti,0.0008149730215827338
27169,Abramut,0.006058673469387755
68128,Mogosani,0.0
125472,Municipiul Caracal,0.02077656675749319
158243,Racovita,0.0010359116022099447
59942,Vad,0.006910167818361303
51751,Bucosnita,0.0
109096,Sisesti,0.0
43563,Maxineni,0.002871088142405972
125490,Draghiceni,0.0
150070,Radaseni,0.0
100923,Axintele,0.0
133688,Gura Vadului,0.0
141884,Lozna,0.0
19007,Suseni,0.00032605151613955004
76353,Fundeni,0.0
117319,Gurghiu,0.0090032154340836
10827,Felnac,0.0
27212,Auseu,0.002347417840375587
84558,Joseni,0.00017155601303825698
68182,Moroeni,0.0
133722,Iordacheanu,0.0
51804,Carasova,0.0
92765,Oras Tandarei,0.008415725047080979
150114,Rasca,0.0
35429,Zagra,0.003047935716264893
125542,Oras Corabia,0.000657030223390276
100969,Balotesti,0.0008469449485783424
158314,Oras Recas,0.008294834103317933
43625,Mircea Voda,0.0006025911419102139
92783,Albesti,0.00078003120124805
84594,Lazarea,0.0
76406,Ghidigeni,0.0
10872,Ghioroc,0.01297747306562194
141946,Marca,0.0
109176,Oras Somcuta Mare,0.008876109513689211
60026,Valea Ierii,0.0
51840,Carbunari,0.0
166529,Tutova,0.00025713551041398817
43652,Movila Miresii,0.0
101001,Baneasa,0.00020092425155716296
84629,Lueta,0.004320820955981636
27285,Avram Iancu,0.0002886002886002886
125588,Garcov,0.0
174744,Municipiul Focsani,0.004636196202129687
68253,Morteni,0.0
60062,Viisoara,0.0015002500416736123
150178,Sadova,0.001594896331738437
133795,Izvoarele,0.002243493867783428
10916,Graniceri,0.0
51877,Constantin Daicoviciu,0.02151308712800287
92836,Oras Amara,0.0028742814296425895
19114,Stefan Cel Mare,0.041014799154334036
84656,Lunca De Jos,0.01568281938325991
43698,Racovita,0.0
117426,Hodac,0.00019376089905057158
142006,Maeriste,0.0
150196,Satu Mare,0.0017338534893801473
125622,Oras Draganesti-Olt,0.00016630633627141194
68280,Nucet,0.0
158396,Remetea Mare,0.019043917605907502
174780,Campineanca,0.0014958863126402393
10943,Gurahont,0.0002564102564102564
27329,Balc,0.0
101056,Barcanesti,0.0
60099,Vultureni,0.0
19141,Suici,0.0004079967360261118
92872,Andrasesti,0.0
150221,Siminicea,0.0
76497,Gohor,0.007046388725778039
109265,Oras Ulmeni,0.004763164858428155
43732,Ramnicelu,0.0
101083,Belciugatele,0.0
125659,Babiciu,0.0
68324,Ocnita,0.0
133866,Jugureni,0.0
92907,Balaciu,0.0
174824,Golesti,0.0015452538631346578
51948,Ciclova Romana,0.0
125677,Baldovinesti,0.0
166636,Valeni,0.06009092706068393
150258,Slatina,0.0
158449,Sacosu Turcesc,0.0028544243577545195
27383,Batar,0.0005315379163713678
68342,Odobesti,0.0
142079,Mesesenii De Jos,0.011217948717948718
117505,Hodosa,0.0
60169,Negreni,0.0
43787,Romanu,0.004347826086956522
19212,Teiu,0.0007369196757553427
174860,Municipiul Adjud,0.00209276293376162
76558,Grivita,0.0002598752598752599
51984,Ciuchici,0.0
166672,Vetrisoaia,0.0015659254619480112
84754,Lunca De Sus,0.010510948905109488
150294,Straja,0.0
101145,Berceni,0.0005148446885189634
133919,Lapos,0.0
92961,Borcea,0.0008447984552256819
43812,Rosiori,0.0025678650036683784
150310,Stroiesti,0.0
76585,Independenta,0.0
142122,Mirsid,0.0
101163,Bolintin-Deal,0.0028735632183908046
109354,Valea Chioarului,0.0
27436,Biharia,0.009461590448299166
117550,Ibanesti,0.023559598787030556
19249,Tigveni,0.0
166707,Viisoara,0.0
11058,Halmagiu,0.0
68404,Pietrosita,0.0006257822277847309
76601,Ivesti,9.800078400627205e-05
92989,Bordusani,0.0
125757,Barasti,0.0
158528,Satchinez,0.08709484987074965
52035,Ciudanovita,0.0
101190,Oras Bolintin-Vale,0.00976889990522709
174922,Oras Marasesti,0.0007439922624804702
68431,Poiana,0.0
133964,Lipanesti,0.0
150356,Stulpicani,0.0
84825,Lupeni,0.04736505227224237
43867,Salcia Tudor,0.0
93021,Bucu,0.025506072874493926
52062,Copacele,0.0008802816901408451
76638,Jorasti,0.0
2915,Oras Baia De Aries,0.0014720314033366045
142177,Napradea,0.0
158564,Sacalaz,0.007847663012117714
109425,Vima Mica,0.0013633265167007499
166770,Vinderei,0.0
27506,Boianu Mare,0.0
68468,Potlogi,0.0
101243,Brazii,0.0
134014,Magurele,0.0
76674,Liesti,0.013207031605792877
19338,Titesti,0.0
93067,Oras Cazanesti,0.0
150418,Sucevita,0.0006303183107469272
158608,Secas,0.0
35731,Municipiul Botosani,0.008551615985886158
52115,Cornea,0.010186757215619695
76692,Matca,7.973210014351777e-05
125846,Barza,0.0
43929,Scortaru Nou,0.0
93085,Ciocanesti,0.0
142239,Nusfalau,0.0
134050,Magureni,0.044199751861042184
117667,Iclanzel,0.008395522388059701
11174,Halmagel,0.0
27560,Borod,0.0
175019,Oras Odobesti,0.028500362731889314
2988,Berghin,0.0004861448711716091
93101,Ciochina,0.0
35759,Curtesti,0.0031575037147102527
76718,Mastacani,0.00019833399444664816
150445,Saru Dornei,0.0
68529,Produlesti,0.0
125873,Bobicesti,0.0
101298,Branesti,0.0
84923,Martinis,0.007172131147540984
158653,Sanandrei,0.0
19392,Uda,0.0
52160,Cornereva,0.0
109504,Viseu De Jos,0.0019331142470520007
76745,Movileni,0.0
175055,Oras Panciu,0.0019365250134480904
142284,Pericei,0.0
134096,Maneciu,0.001966844619275077
68565,Pucheni,0.0
166869,Voinesti,0.0
43992,Silistea,0.0
76763,Namoloasa,0.0
101341,Brezoaele,0.0
3039,Bistra,0.0
11236,Hasmas,0.0
93156,Ciulnita,0.008821170809943865
158699,Sanmihaiu Roman,0.018502943650126155
27631,Bors,0.024478041756659467
150524,Todiresti,0.00018621973929236498
35839,Rachiti,0.04724732949876746
60419,Municipiul Constanta,0.00862963638536484
101378,Bucsani,0.0
142337,Plopis,0.0
76807,Nicoresti,0.0
125962,Brastavatu,0.00022301516503122213
158733,Sanpetru Mare,0.0
68627,Oras Racari,0.0007664009809932557
175126,Andreiasu De Jos,0.0
117783,Ideciu De Jos,0.0
93209,Cocora,0.0
44060,Stancuta,0.0028885037550548816
27686,Bratca,0.005220883534136547
60455,Oras Eforie,0.0019115237575095577
142373,Poiana Blenchii,0.0
11307,Ignesti,0.0
35884,Stauceni,0.00577240241891149
125999,Brebeni,0.0007482229704451926
134194,Manesti,0.0
93236,Cosambesti,0.0
158779,Sag,0.004139562389118865
150588,Udesti,0.0012547051442910915
85056,Meresti,0.0
60482,Municipiul Mangalia,0.004971944030115775
117827,Oras Iernut,0.0033759590792838876
126022,Brancoveni,0.010630220197418374
166985,Vulturesti,0.0
44113,Surdila-Gaiseanca,0.0008136696501220504
101458,Oras Budesti,0.0
85074,Mihaileni,0.00036483035388544326
158804,Stiuca,0.0
11352,Iratosu,0.0
142426,Romanasi,0.0
60507,Oras Navodari,0.001774878276928981
93281,Cuza Voda,0.0
175206,Balesti,0.0
19560,Ungheni,0.0
35946,Oras Darabani,0.014540337711069419
44140,Sutesti,0.0008545182653279214
27757,Brusturi,0.0005455537370430987
68716,Runcu,0.0
60534,Oras Techirghiol,0.0014858841010401188
167035,Vutcani,0.0004985044865403788
175224,Barsesti,0.005574912891986063
126077,Bucinisu,0.0
76932,Oancea,0.0
11398,Macea,0.0
85127,Mugeni,0.010277777777777778
158859,Teremia Mare,0.001861427094105481
93325,Dichiseni,0.0
101519,Bulbucata,0.0
44177,Tichilesti,0.0
126102,Cezieni,0.002347417840375587
60570,Agigea,0.0021418672042333377
167071,Zapodeni,0.0
175260,Boghesti,0.0
11423,Misca,0.0
142499,Rus,0.0
117925,Livezeni,0.0
36006,Municipiul Dorohoi,0.0028397307041894003
76969,Pechea,0.001229796205200281
44202,Traian,0.0
150702,Ulma,0.0017528483786152498
158895,Tomesti,0.0023923444976076554
19631,Valea Danului,0.0
68789,Salcioara,0.0
60598,23 August,0.0
93370,Dor Marunt,0.0017623733294169482
101564,Butimanu,0.0
134336,Pacureti,0.0
76996,Piscu,0.00040592652729855896
126148,Cilieni,0.0
27846,Budureasa,0.0029607698001480384
109773,Municipiul Drobeta-Turnu Severin,0.004547525745010481
142550,Salatig,0.0
11478,Moneasa,0.0
126166,Carlogani,0.0008517887563884157
60632,Limanu,0.00015246226558926666
36060,Oras Saveni,0.0006170554115759595
44257,Tudor Vladimirescu,0.0
77028,Priponesti,0.0
150766,Vadu Moldovei,0.003067484662576687
11502,Olari,0.0
19695,Valea Iasului,0.0
117998,Lunca,0.002807862013638187
101617,Buturugeni,0.0
134390,Plopu,0.0
158966,Topolovatu Mare,0.0
85243,Ocland,0.0
93441,Dorobantu,0.0
109826,Simian,0.0001945903872348706
27908,Buduslau,0.0
167179,Zorleni,0.0
175368,Bolotesti,0.002477291494632535
44300,Tufesti,0.0
60687,Oras Ovidiu,0.0011523687580025609
11539,Paulis,0.0
126228,Colonesti,0.0
68887,Selaru,0.0
142612,Sag,0.0
77082,Rediu,0.0352622061482821
27935,Bulz,0.005142589995324918
101662,Calugareni,0.001431895471630571
36131,Albesti,0.0
44328,Ulmu,0.0015789473684210526
85289,Plaiesii De Jos,0.0
134443,Podenii Noi,0.0
118058,Lunca Bradului,0.0
93487,Dragalina,0.00011418131993605846
60721,Tuzla,0.0012649332396345748
167222,Ibanesti,0.0
68921,Tatarani,0.0
159035,Tormac,0.006002824858757062
167231,Fruntiseni,0.0
11584,Oras Pecica,0.010266213537241574
27971,Buntesti,0.014583800762844963
44355,Unirea,0.0
3397,Blandiana,0.0
77126,Scanteiesti,0.0
167240,Rafaila,0.0
175439,Bordesti,0.0
118094,Magherani,0.0
19793,Vedea,0.0
142676,Sanmihaiu Almasului,0.0
167259,Pogonesti,0.0
52570,Dalboset,0.0
85341,Praid,0.007043265775477936
101724,Cascioarele,0.0
159071,Traian Vuia,0.020037278657968314
77153,Schela,0.001041938004688721
93539,Dragos Voda,0.0
109924,Oras Baia De Arama,0.0032165832737669764
167268,Ciocani,0.0
44391,Vadeni,0.0
60776,Oras Cernavoda,0.0005669810834493067
175466,Brosteni,0.0
150891,Valea Moldovei,0.0
36202,Avrameni,0.0
101742,Cernica,0.0
167277,Cozmesti,0.0
68976,Uliesti,0.0
142710,Somes-Odorhei,0.0
167286,Dodesti,0.0
11637,Peregu Mare,0.0
126326,Corbu,0.0
77180,Slobozia Conachi,0.00818926296633303
167295,Feresti,0.0
60801,Oras Harsova,0.002938295788442703
3459,Bucium,0.0
167302,Muntenii De Sus,0.00046544100535257155
93575,Facaeni,0.00431266846361186
167311,Pochidia,0.0011621150493898896
11664,Petris,0.0
44435,Victoria,0.0
150935,Vama,0.003231539828728389
175509,Chiojdeni,0.0
167320,Puscasi,0.0
134559,Poienarii Burchii,0.0
93600,Gheorghe Doja,0.0003790750568612585
159142,Uivar,0.0006557377049180328
85412,Remetea,0.010954616588419406
77224,Smardan,0.025775054073540013
52650,Doclin,0.002577319587628866
28077,Cabesti,0.0
101804,Chirnogi,0.0
126380,Coteana,0.0
44462,Visani,0.0016142050040355124
60847,Municipiul Medgidia,0.0038172905912462586
142774,Surduc,0.0
93628,Gheorghe Lazar,0.013390928725701945
101822,Chiselet,0.0003007518796992481
118209,Mica,0.0
69063,Valea Lunga,0.0
150980,Vatra Moldovitei,0.0
126406,Crampoia,0.0
110027,Obarsia-Closani,0.0
36300,Baluseni,0.0001972386587771203
77260,Smulti,0.0
93646,Giurgeni,0.0
101840,Ciocanesti,0.0
60883,Adamclisi,0.0
11735,Pilu,0.0
52696,Dognecea,0.0
44505,Viziru,0.0
85467,Sacel,0.0
126433,Curtisoara,0.0
93664,Gradistea,0.0
175590,Ciorasti,0.007558330594807755
77288,Suceveni,0.0
28139,Capalna,0.0
151022,Veresti,0.0
110063,Municipiul Orsova,0.00015457145065306437
159213,Varias,0.0
52721,Domasnea,0.0
11762,Plescuta,0.0
44532,Zavoaia,0.00031065548306927616
134648,Posesti,0.0
77313,Tudor Vladimirescu,0.0030137502354492373
142854,Samsud,0.0
118281,Oras Miercurea Nirajului,0.014084507042253521
101902,Ciolpani,0.0007807925043919579
44560,Cazasu,0.0
60945,Albesti,0.0
77331,Tulucesti,0.0012929919834497026
93717,Grindu,0.002370791844476055
36373,Braesti,0.0
52758,Ezeris,0.016104294478527608
85528,Sarmas,0.0017517517517517517
159259,Victor Vlad Delamarina,0.004927842309046111
19999,Vladesti,0.013031337263419174
28193,Carpinet,0.0
142881,Sarmasag,0.03735373537353735
110116,Oras Strehaia,0.001052170100832968
93735,Grivita,0.0
126503,Cungrea,0.0
151077,Vicovu De Jos,0.00030665440049064706
52785,Farliug,0.0023001725129384704
69170,Valea Mare,0.0
167473,Municipiul Ramnicu Valcea,0.03942540729769759
175670,Campuri,0.0007836990595611285
151095,Oras Vicovu De Sus,0.004080118694362018
77377,Tepu,0.01260338716029933
11842,Savarsin,0.0
101957,Ciorogarla,0.0015466575012888812
36426,Broscauti,0.0
93771,Independenta,0.0
61005,Aliman,0.0
85582,Secuieni,0.0017730496453900709
20048,Raca,0.0
151120,Volovat,0.0001751006828926633
28246,Cefa,0.018604651162790697
20055,Vulturesti,0.0
77402,Umbraresti,0.0
20063,Bughea De Sus,0.0
101984,Clejani,0.0
134755,Predeal-Sarari,0.0
118370,Mihesu De Campie,0.0
36453,Oras Bucecea,0.0029531192321889995
159339,Voiteg,0.001672940192388122
142952,Valcau De Jos,0.0
93815,Jegalia,0.0002328830926874709
175732,Carligele,0.0
151157,Vulturesti,0.0
52856,Forotic,0.0
126585,Daneasa,0.0
85626,Siculeni,0.01256106071179344
69250,Vacaresti,0.01304181051016494
159366,Birda,0.0
61069,Oras Baneasa,0.0
159375,Checea,0.0
102035,Clinceni,0.12837310871938856
36499,Calarasi,0.004971002485501243
110232,Oras Vanju Mare,0.00832766825288919
93851,Lehliu,0.0
159384,Dudestii Noi,0.0012106537530266344
77475,Valea Marului,0.00027114967462039046
159393,Fibis,0.0
11940,Secusigiu,0.0
175787,Corbita,0.0
159400,Ghilad,0.0
52909,Garnic,0.0027643400138217
28335,Ceica,0.0
143021,Varsolt,0.0
3761,Cenade,0.0
85680,Sancraieni,0.006491027109583811
36532,Concesti,0.0
69303,Valeni-Dambovita,0.001530221882172915
102071,Colibasi,0.0
126647,Deveselu,0.0
159419,Gottlob,0.0
93888,Oras Lehliu Gara,0.023394427060050665
61121,Castelu,0.0
77509,Varlezi,0.0
118469,Nades,0.0
159428,Iecea Mare,0.0
134853,Provita De Jos,0.0
52936,Glimboca,0.0
151246,Zamostea,0.0
159437,Parta,0.010743446497636441
69330,Visina,0.0
126674,Dobretu,0.0
159446,Padureni,0.04270051933064051
36569,Copalau,0.0
110296,Bala,0.0005238344683080147
143067,Zalha,0.0
52954,Goruia,0.0
11995,Seleus,0.0
102106,Comana,0.025055268975681652
167641,Oras Baile Govora,0.0
3805,Cergau,0.0
159455,Saravale,0.0
77536,Vladesti,0.0
93931,Lupsanu,0.00031269543464665416
159464,Sandra,0.003556417717426447
118511,Neaua,0.0
61167,Cerchezu,0.0
134899,Provita De Sus,0.0
159473,Tomnatic,0.0
77561,Radesti,0.0
159482,Valcani,0.004307250538406317
52990,Gradinari,0.0
28415,Cetariu,0.0
126718,Dobrosloveni,0.00026616981634282674
3841,Ceru-Bacainti,0.0
85760,Sandominic,0.0012572685840012573
159491,Livezile,0.0
12037,Semlac,0.0
77579,Negrilesti,0.0
175885,Cotesti,0.0
102160,Corbeanca,0.00662451068955134
159507,Pesac,0.0
44818,Municipiul Buzau,0.017418289572614293
77587,Poiana,0.0
167696,Oras Baile Olanesti,0.0019723865877712033
69394,Visinesti,0.0
12055,Sintea Mare,0.0
61210,Chirnogeni,0.0
77595,Cuza Voda,0.0
134942,Puchenii Mari,0.0
85788,Sanmartin,0.022490628904623073
159516,Bucovat,0.0
53023,Iablanita,0.0
77601,Suhurlui,0.0
159525,Otelec,0.0005393743257820927
36649,Cordareni,0.0
143147,Zimbor,0.0
93995,Mihail Kogalniceanu,0.004878048780487805
44845,Municipiul Ramnicu Sarat,0.008347000220302058
118575,Ogra,0.00038022813688212925
151344,Zvoristea,0.005383360522022838
126772,Dobroteasa,0.0
12091,Oras Santana,0.00422102839600921
44863,Amaru,0.0
175938,Dumbraveni,0.0006714413607878246
36676,Corlateni,0.0
102213,Cornetu,0.0010298661174047373
69447,Varfuri,0.0
61256,Ciobanu,0.0
20297,Municipiul Bacau,0.01642666774759072
53069,Lapusnicel,0.002014098690835851
28497,Cherechiu,0.0044194455604660505
85840,Sansimion,0.0008248556502612042
20313,Hemeius,0.0005442670537010159
94045,Milosesti,0.0
12126,Socodor,0.011418533157663592
102240,Cosereni,0.01118175838631879
61283,Ciocarlia,0.0
126825,Dobrun,0.0
118637,Papiu Ilarian,0.0
175983,Dumitresti,0.0012856224555388902
135020,Rafov,0.002223869532987398
53103,Lapusnicu Mare,0.0
12144,Sagu,0.0
167794,Oras Brezoi,0.0005544774050457444
28530,Chislaz,0.0
85877,Subcetate,0.0
3958,Cetatea De Balta,0.0
110456,Balta,0.0
159614,Municipiul Tulcea,0.01046274527282249
94081,Movila,0.0
44934,Balta Alba,0.0
61318,Cobadin,0.002526581745446889
20359,Letea Veche,0.0
53130,Luncavita,0.0
151433,Comanesti,0.0
102286,Crevedia,0.0
151442,Iaslovat,0.008144796380090498
36756,Corni,0.0
69526,Voinesti,0.0
151451,Ciocanesti,0.0013812154696132596
94107,Munteni-Buzau,0.0
159650,Oras Babadag,0.0015015015015015015
85920,Suseni,0.0032215273829827554
118691,Panet,0.017991494929669612
151460,Serbauti,0.0009168704156479218
4008,Ciuruleasa,0.0
94125,Alexandru Odobescu,0.0
12206,Seitin,0.0
53167,Lupac,0.0
151479,Horodnic De Sus,0.0030493615399275775
126905,Fagetelu,0.0
20411,Magura,0.002938295788442703
61372,Cogealac,0.010182207931404072
44989,Balaceanu,0.0
12224,Sepreus,0.0
28610,Ciuhoi,0.0
151488,Fantana Mare,0.0
159687,Oras Isaccea,0.0007517383950385266
110535,Balacita,0.0
36809,Cotusca,0.0032441200324412004
45003,Beceni,0.009025270758122744
151497,Cosna,0.0
102348,Crevedia Mare,0.0
151503,Capu Campului,0.0
94161,Perieti,0.0010698047606311847
12242,Sicula,0.00023380874444704232
53210,Marga,0.0
135128,Salcia,0.0
151512,Hantesti,0.0
118753,Pasareni,0.001119194180190263
85984,Simonesti,0.0
151521,Burla,0.0
167909,Oras Calimanesti,0.0007903353279891611
135146,Salciile,0.0032537960954446853
151530,Balaceana,0.0
110571,Bacles,0.0
69615,Vulcana-Bai,0.0
159730,Oras Macin,0.00018018018018018018
20466,Margineni,0.0012166683564838285
77812,Municipiul Targu Jiu,0.009062103274949168
28665,Ciumeghiu,0.0002176278563656148
135164,Scorteni,0.0
53247,Maureni,0.0
151549,Hartop,0.0
12288,Silindia,0.0
126978,Falcoiu,0.0
151558,Voitinel,0.0
4106,Calnic,0.0
61452,Comana,0.0
151567,Ciprian Porumbescu,0.0
94223,Perisoru,0.0
118799,Petelea,0.0
102419,Curcani,0.0
176150,Fitionesti,0.0
159767,Oras Sulina,0.0063321967851924016
53274,Mehadia,0.0031408552790529115
151576,Berchisesti,0.0
151585,Poieni-Solca,0.0
28709,Campani,0.0
118824,Pogaceaua,0.0133399209486166
127019,Farcasele,0.006837961044343141
36907,Cristesti,0.0
159785,Baia,0.0030627871362940277
45101,Berca,0.0094792142530836
4142,Cricau,0.0
102446,Daia,0.0
167981,Municipiul Dragasani,0.007576479557800438
12340,Simand,0.0
135226,Secaria,0.015522875816993464
94269,Reviga,0.00035385704175513094
102473,Dascalu,0.0
61513,Corbu,0.0
135244,Sangeru,0.0
53327,Mehadica,0.0
12368,Siria,0.0006605746999889904
20563,Municipiul Onesti,0.01196831246794202
176212,Garoafa,0.0010464629552113854
77910,Balesti,0.00013482540110556829
36952,Cristinesti,0.0
143450,Municipiul Sibiu,0.017718389451377443
127064,Ganeasa,0.0011142061281337048
28763,Cociuba Mare,0.0003414134516899966
4188,Craciunelu De Jos,0.0
53345,Naidas,0.0
110688,Balvanesti,0.0
159847,Beidaud,0.0
94312,Roseti,0.008330762110459735
168041,Oras Horezu,0.008830650904429568
12402,Sistarovat,0.0
86133,Tulghes,0.0
61559,Crucea,0.0
94330,Salcioara,0.0
53372,Obreja,0.014269073966220151
102525,Darasti-Ilfov,0.0
143487,Cristian,0.0023849272597185785
20607,Gura Vaii,0.0
151683,Municipiul Turnu Magurele,0.0040314519890717665
159883,C.a. Rosetti,0.0
143502,Poplaca,0.2997245179063361
102543,1 Decembrie,0.01971057884231537
4240,Daia Romana,0.002857142857142857
28816,Copacel,0.0064754856614246065
135315,Starchiojd,0.02437745740498034
118931,Rastolita,0.0
37011,Dersca,0.0015475085112968121
110740,Breznita-Motru,0.0020891364902506965
127126,Giuvarasti,0.0
151709,Ciuperceni,0.001935483870967742
143520,Rasinari,0.0013905788284373371
12457,Taut,0.0
94376,Saveni,0.0
127144,Gostavatu,0.0
102570,Domnesti,0.003771805752003772
4268,Dostat,0.0
86188,Tusnad,0.0
176301,Gugesti,0.0004455666122085252
53425,Paltinis,0.0
61620,Cumpana,0.0023208383149307264
151736,Islaz,0.0
45245,Bisoca,0.0
20670,Stefan Cel Mare,0.0
168130,Oras Ocnele Mari,0.0
37057,Dangeni,0.0
78016,Dragutesti,0.0006004803843074459
127171,Gradinari,0.0020300446609825416
143557,Selimbar,0.019128931157462444
159945,Carcaliu,0.004308916141862778
102605,Dragomiresti-Vale,0.032521988136633255
4302,Farau,0.0
86222,Ulies,0.0
176338,Gura Calitei,0.0
151763,Lita,0.0
118995,Raciu,0.0
28889,Cristioru De Jos,0.0
159963,Casimcea,0.0
94429,Scanteia,0.0
12509,Tarnova,0.00032242463324197966
110820,Breznita-Ocol,0.00024975024975024975
61675,Deleni,0.0
37100,Dobarceni,0.0
151790,Municipiul Alexandria,0.007864198714874844
135404,Surani,0.0
102641,Dragoesti,0.0010660980810234541
53489,Coronini,0.006066734074823054
94456,Sfantu Gheorghe,0.0
127224,Grojdibodu,0.0
143619,Municipiul Medias,0.003497875680379477
135431,Sirna,0.0
78089,Turcinesti,0.008530805687203791
53513,Pojejena,0.0
151816,Nanov,0.06208053691275168
28941,Curatele,0.0
69900,Municipiul Craiova,0.004644610486817935
4366,Galda De Jos,0.1987295825771325
127251,Ianca,0.005957216355266721
45334,Blajani,0.0
151834,Poroschia,0.0006610841780520053
110875,Brosteni,0.0
12572,Varadia De Mures,0.0
143646,Tarnava,0.0059417706476530005
94492,Stelnica,0.0
86311,Varsag,0.0
168229,Alunu,0.021546836017237468
61737,Dobromir,0.0
20778,Oras Buhusi,0.011373452346674345
160047,Ceatalchioi,0.0
102703,Dridu,0.0
45361,Boldu,0.0
37173,Draguseni,0.0
127288,Iancu Jianu,0.0
78141,Municipiul Motru,0.018522553933318805
151870,Municipiul Rosiori De Vede,0.004412170236234948
176445,Homocea,0.0002574002574002574
143682,Oras Agnita,0.006871998675277364
86339,Voslabeni,0.0
94535,Suditi,0.0
29001,Curtuiseni,0.0
53577,Prigor,0.00644381796214257
45389,Bozioru,0.0
69964,Bucovat,0.0016826923076923078
135501,Soimari,0.0
20821,Oras Comanesti,0.006650317968327861
127322,Icoana,0.0
102749,Oras Fierbinti-Targ,0.0008615119534783546
160092,Ceamurlia De Jos,0.0
86366,Zetea,0.006648936170212766
37217,Durnesti,0.0
12643,Vinga,0.0004369356248179435
94562,Stefan Cel Mare,0.0009121313469139556
110946,Burila Mare,0.0
151905,Oras Videle,0.006884827879303017
29038,Derna,0.0052651372696502444
61808,Garliciu,0.0
119153,Rusii-Munti,0.0022820629849383844
94580,Stefan Voda,0.001271186440677966
143735,Oras Cisnadie,0.006102922161882596
168309,Amarasti,0.0
176506,Jaristea,0.0319073505081541
135547,Sotrile,0.0
160127,Cerna,0.00025940337224383917
151932,Crevenicu,0.0
4482,Garbova,0.0009438414346389807
61826,Ghindaresti,0.0
53639,Ramna,0.0
127368,Izbiceni,0.0
102794,Floresti-Stoenesti,0.0017439832577607255
20876,Municipiul Moinesti,0.00651426259356666
94606,Ulmu,0.0
12689,Varfurile,0.0003729951510630362
143771,Oras Copsa Mica,0.0062633921213120156
127386,Izvoarele,0.0
111006,Butoiesti,0.0
37280,Oras Flamanzi,0.0021770074520639704
29092,Diosig,0.00014150275930380644
176551,Jitia,0.0
86438,Madaras,0.07891217119928667
